package,commit_sha,ubuntu_2404_version,ubuntu_2604_version,ubuntu_2404_apt_version_at_check,_apt_fetch_error,ubuntu_component,ubuntu_2404_patch_method,patch_marker_found,_marker_quality,_debian_query_attempted,debian_cve_statuses,cve_assigned,cve_ids,usn_published,usn_ids,ubuntu_2404_actually_patched,vuln_confirmed,severity,poc_sketch,poc_reproduction_steps,backport_feasibility,maintenance_gap_type,_review_flags,upstream_commit,upstream_2404_tag_url,ubuntu_changelog_changelogs_org,ubuntu_changelog_package_overview,first_cve_page,first_usn_page,upstream_issue_search,q1_upstream_commit,q2_upstream_source,q3_ubuntu_changelog
libarchive-dev,6f9adc5d5c1a3cf7737d52f40dc2f74500e7d55c,3.7.2-2,3.8.5-1ubuntu2,3.7.2-2ubuntu0.6,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,LOW,An attacker can cause a denial of service (memory exhaustion) by repeatedly calling the archive write API to add directory entries to a shar archive.,"[""Step 1: Write a C program using libarchive that creates a new archive with archive_write_new() and sets the format to shar using archive_write_set_format_shar()."", ""Step 2: Open a loop that iterates several thousand times, creating a new archive_entry for a unique directory path (e.g., /tmp/dir1, /tmp/dir2, etc.)."", ""Step 3: Call archive_write_header() for each created entry within the loop, then free the individual entry."", ""Step 4: Compile and run the program under Valgrind or monitor the process's memory usage via top/system-monitor."", ""Step 5: Observe that memory usage continuously grows (or Valgrind reports 'definitely lost' memory blocks corresponding to the number of directory headers written), confirming the leak.""]",Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/libarchive/libarchive/commit/6f9adc5d5c1a3cf7737d52f40dc2f74500e7d55c,https://github.com/libarchive/libarchive/tree/v3.7.2,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog,https://launchpad.net/ubuntu/+source/libarchive/+changelog,,,https://github.com/libarchive/libarchive/issues?q=#2829,https://github.com/libarchive/libarchive/commit/6f9adc5d5c1a3cf7737d52f40dc2f74500e7d55c,https://github.com/libarchive/libarchive/blob/v3.7.2/libarchive/archive_write_set_format_shar.c,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog
libarchive-dev,c8ea1e5da2a6ab54935aa5659a6eb569840a0704,3.7.2-2,3.8.5-1ubuntu2,3.7.2-2ubuntu0.6,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,"Set LIBARCHIVE_WRITER_OPTIONS or LIBARCHIVE_READER_OPTIONS environment variable and invoke bsdtar create/extract; the IGNORE_WRONG_MODULE_NAME prefix is destroyed, causing options for non-existent modules to be processed or error unpredictably","[""Step 1: Set the environment variable: export LIBARCHIVE_WRITER_OPTIONS='gzip:compression-level=9' (or any module-specific option string)"", ""Step 2: Run bsdtar to create an archive without the gzip filter: bsdtar -cf /tmp/test.tar somefile.txt (using default, non-gzip format)"", ""Step 3: Observe that instead of silently ignoring the gzip option (as the IGNORE_WRONG_MODULE_NAME prefix should enable), bsdtar either errors out on the unrecognized module option or processes it incorrectly — the magic prefix at p[0..module_len-1] has been overwritten by the second memcpy(p, writer_options, opt_len) at line 158"", ""Step 4: Optionally confirm with a debugger: break on set_writer_options, inspect p after both memcpy calls — p will contain only writer_options without the prepended magic string"", ""Step 5: For the reader path, similarly set LIBARCHIVE_READER_OPTIONS and run bsdtar -tf on any archive to trigger set_reader_options with the same overwrite bug at line 191""]",Trivial,Trigger_Gap,[],https://github.com/libarchive/libarchive/commit/c8ea1e5da2a6ab54935aa5659a6eb569840a0704,https://github.com/libarchive/libarchive/tree/v3.7.2,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog,https://launchpad.net/ubuntu/+source/libarchive/+changelog,,,https://github.com/libarchive/libarchive/issues?q=#2813,https://github.com/libarchive/libarchive/commit/c8ea1e5da2a6ab54935aa5659a6eb569840a0704,https://github.com/libarchive/libarchive/blob/v3.7.2/tar/write.c,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog
libarchive-dev,82b57a9740aa6d084edcf4592a3b8e49f63dec98,3.7.2-2,3.8.5-1ubuntu2,3.7.2-2ubuntu0.6,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,"Craft a malformed LHA archive where the header buffer pointer p does not have sufficient bounds to safely access p[H_LEVEL_OFFSET], triggering an OOB read during archive_read_format_lha_read_header.","[""Step 1: Create a minimal valid LHA archive header (level 0 or 1 format) using a hex editor or Python script, ensuring the header is truncated or the buffer pointer 'p' at the check point references memory beyond the allocated region for the level offset field."", ""Step 2: Ensure the LHA magic bytes and basic header fields are correct so that archive_read_support_format_lha accepts the format and reaches the vulnerable code path in archive_read_format_lha_read_header where 'if (p[H_LEVEL_OFFSET] == 0)' is evaluated."", ""Step 3: Open the crafted file with libarchive using archive_read_open_filename() or archive_read_open_memory(), then call archive_read_next_header() to trigger header parsing."", ""Step 4: The OOB access on p[H_LEVEL_OFFSET] will read beyond buffer boundaries. Under ASAN/MSAN this produces a clear out-of-bounds read report; without sanitizers it may cause a segfault or silent memory corruption."", ""Step 5: Compile a test harness linking against libarchive 3.7.2 with ASAN enabled (gcc -fsanitize=address) and feed the crafted LHA file to confirm the OOB read at the p[H_LEVEL_OFFSET] comparison.""]",Trivial,Trigger_Gap,[],https://github.com/libarchive/libarchive/commit/82b57a9740aa6d084edcf4592a3b8e49f63dec98,https://github.com/libarchive/libarchive/tree/v3.7.2,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog,https://launchpad.net/ubuntu/+source/libarchive/+changelog,,,https://github.com/libarchive/libarchive/issues?q=#2768,https://github.com/libarchive/libarchive/commit/82b57a9740aa6d084edcf4592a3b8e49f63dec98,https://github.com/libarchive/libarchive/blob/v3.7.2/libarchive/archive_read_support_format_lha.c,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog
libarchive-dev,ed84daf889902c472db860f44cdf506d956f1fb4,3.7.2-2,3.8.5-1ubuntu2,3.7.2-2ubuntu0.6,,main,quilt_patch,True,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],True,True,HIGH,"Craft a tar archive with a V-type header whose size field encodes a negative value, causing tar_read_header to loop infinitely while trying to consume data.","[""Step 1: Create a minimal tar archive and replace the type flag byte (offset 156 in a 512-byte header block) with 'V' (0x56) to simulate a volume header."", ""Step 2: Set the size field (bytes 124-135) to a value that tar_atol will interpret as negative — e.g., an overlength octal string or an invalid encoding that causes tar_atol to return a negative int64_t."", ""Step 3: Feed the crafted tar to any libarchive consumer (e.g., bsdtar -tf malicious.tar, or a C program calling archive_read_open_memory then archive_read_next_header in a loop)."", ""Step 4: Observe the process spinning at ~100% CPU in tar_read_header's main while(1) loop — it calls tar_flush_unconsumed, then __archive_read_ahead, finds the same bad header again, calls header_volume with the negative size, computes a bogus to_consume, and repeats forever without advancing."", ""Step 5: Monitor with strace or gdb to confirm no read() syscalls occur after initial buffering, confirming the loop is purely in userspace.""]",Moderate,Trigger_Gap,"[""CONFIDENCE_LOW: ubuntu_2404_actually_patched=true with no CVE and no USN — high risk of false positive (marker may match an unrelated patch context line). Manual review required.""]",https://github.com/libarchive/libarchive/commit/ed84daf889902c472db860f44cdf506d956f1fb4,https://github.com/libarchive/libarchive/tree/v3.7.2,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog,https://launchpad.net/ubuntu/+source/libarchive/+changelog,,,https://github.com/libarchive/libarchive/issues?q=#2737,https://github.com/libarchive/libarchive/commit/ed84daf889902c472db860f44cdf506d956f1fb4,https://github.com/libarchive/libarchive/blob/v3.7.2/libarchive/archive_read_support_format_tar.c,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog
libarchive-dev,94817fa277078aa04e9727ad747746f62efdf2da,3.7.2-2,3.8.5-1ubuntu2,3.7.2-2ubuntu0.6,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,"Trigger a fatal error during archive write operations via a failing client_writer callback, causing state to incorrectly remain ARCHIVE_STATE_HEADER instead of transitioning to ARCHIVE_STATE_FATAL, and leaking the archive_none state buffer on cleanup.","[""Step 1: Create an archive_write object with archive_write_new(), set a format (e.g., archive_write_set_format_ustar), and open it with a custom client_writer callback via archive_write_open() that succeeds on open but returns -1 (error) on the second write call."", ""Step 2: Write a valid archive_entry header with archive_write_header(), then call archive_write_data() with a buffer large enough to require multiple write callbacks — the second callback returns -1, causing the internal write path to return ARCHIVE_FATAL."", ""Step 3: Observe that _archive_write_data in 24.04 does NOT set a->archive.state to ARCHIVE_STATE_FATAL (missing code), so the state remains ARCHIVE_STATE_DATA, allowing further operations that should be blocked."", ""Step 4: Call archive_write_free() — in 24.04, archive_write_client_free does NOT free state->buffer and state (the cleanup was only in archive_write_client_close, which may not be called or may have already partially failed), causing a memory leak visible under ASan/valgrind."", ""Step 5: Confirm the leak with: valgrind --leak-check=full ./poc — expect 'definitely lost' bytes matching the buffer_size (default 10240) plus sizeof(struct archive_none), and confirm the state mismanagement by attempting archive_write_header() after the fatal error (it will succeed incorrectly in 24.04).""]",Easy,Trigger_Gap,[],https://github.com/libarchive/libarchive/commit/94817fa277078aa04e9727ad747746f62efdf2da,https://github.com/libarchive/libarchive/tree/v3.7.2,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog,https://launchpad.net/ubuntu/+source/libarchive/+changelog,,,https://github.com/libarchive/libarchive/issues?q=#2729,https://github.com/libarchive/libarchive/commit/94817fa277078aa04e9727ad747746f62efdf2da,https://github.com/libarchive/libarchive/blob/v3.7.2/libarchive/archive_write.c,https://changelogs.ubuntu.com/changelogs/pool/main/liba/libarchive/libarchive_3.7.2-2ubuntu0.6/changelog
libopenjp2-7,578c67b3291042377ab3aa82265a304d3fdfed4a,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,"Encode an image with a non-empty ICC profile to JP2 format; the encoder sets meth=2 indicating an embedded ICC profile but never allocates/copies the actual profile data, causing a crash or malformed output when writing the Colour Specification box.","[""Step 1: Create a valid OPJ_IMAGE with color_space set and a populated icc_profile_buf (non-NULL) and icc_profile_len > 0, e.g. by loading an image with an embedded ICC profile and preserving it through the decode-encode pipeline."", ""Step 2: Call opj_compress (or opj_start_compress + opj_encode + opj_end_compress via the API) targeting JP2 format output, using default or valid compression parameters."", ""Step 3: During opj_jp2_setup_encoder, the code enters the `if (image->icc_profile_len)` branch at ~line 1987, sets jp2->meth=2 and jp2->enumcs=0, but jp2->color.icc_profile_buf remains NULL/uninitialized (never allocated/copied)."", ""Step 4: When the encoder later writes the JP2 file and encounters the Colour Specification box, it reads jp2->color.icc_profile_buf expecting valid ICC data — resulting in a NULL pointer dereference (SIGSEGV) or reading uninitialized heap memory depending on the allocator state."", ""Step 5: Observe the crash (segfault in opj_jp2_write_colr or related ICC-writing function) or inspect the output JP2 to confirm the ICC profile box is missing/corrupt.""]",Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/uclouvain/openjpeg/commit/578c67b3291042377ab3aa82265a304d3fdfed4a,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=Fixed,https://github.com/uclouvain/openjpeg/commit/578c67b3291042377ab3aa82265a304d3fdfed4a,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/lib/openjp2/jp2.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libopenjp2-7,98592ee6d6904f1b48e8207238779b89a63befa2,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,quilt_patch,True,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],True,True,HIGH,"Craft a JPEG 2000 file with 4:2:2 or 4:2:0 chroma subsampling where component widths satisfy 2*comp1_w+1==comp0_w, triggering OOB read on Cb/Cr buffers during decompression.","[""Step 1: Craft a JPEG 2000 image with SYCC 4:2:2 or 4:2:0 color space where img->comps[0].w (Y) is odd and img->comps[1].w (Cb) is exactly (comps[0].w - 1) / 2, so that 2*comp1_w+1 == comp0_w. For example, Y width=5, Cb/Cr width=2."", ""Step 2: Ensure the image is decompressed through opj_decompress (the binary in src/bin/), which calls sycc422_to_rgb() or sycc420_to_rgb() via the color conversion path in opj_jp2_decode()."", ""Step 3: In sycc422_to_rgb, the main loop processes pairs of Y pixels per Cb/Cr sample. With maxw=5, loopmaxw&~1=4 so j iterates 0,2. At j=4, j<loopmaxw(5) is true, entering the trailing-pixel block at line 214."", ""Step 4: At line 215, *cb and *cr are dereferenced, but j/2 = 2 which equals comp12w (also 2), meaning cb/cr point one past the allocated buffer — an out-of-bounds read."", ""Step 5: Under AddressSanitizer (compile with -fsanitize=address), this produces a heap-buffer-overflow report; without sanitizers it may leak heap data or crash on unmapped pages.""]",Easy,Trigger_Gap,"[""CONFIDENCE_LOW: ubuntu_2404_actually_patched=true with no CVE and no USN — high risk of false positive (marker may match an unrelated patch context line). Manual review required.""]",https://github.com/uclouvain/openjpeg/commit/98592ee6d6904f1b48e8207238779b89a63befa2,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=sycc422_to_rgb,https://github.com/uclouvain/openjpeg/commit/98592ee6d6904f1b48e8207238779b89a63befa2,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/bin/common/color.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libopenjp2-7,f3b28c5ee417df9f23ca590b0e949d8a309408a0,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,"Craft a JPEG2000 file with truncated/overlapping packet data where a code-block segment's newlen exceeds remaining p_max_length, causing opj_t1_decode_cblk to read past heap buffer boundaries.","[""Step 1: Take a valid JPEG2000 (.jp2 or .j2k) file and locate the tile-part packet data containing code-block contributions (T2 layer)."", ""Step 2: Corrupt the packet by modifying a code-block segment length field to a value larger than the actual remaining packet data, so l_seg->newlen > p_max_length in opj_t2_read_packet_data, triggering the 'segment too long' branch."", ""Step 3: Ensure the decoder runs in non-strict mode (the default) so that the error is 'tolerated' but the cblk's numchunks/state is left inconsistent—the old code partially updates segment counters and continues rather than fully marking the block corrupted."", ""Step 4: Open the crafted file with any application linked against libopenjp2-7 2.5.0 (e.g., opj_decompress -i malicious.jp2 -o out.pgm, or an image viewer like eog/gthumb that uses openjpeg)."", ""Step 5: The decoder proceeds to opj_t1_decode_cblk with numchunks>0 pointing to stale/overflowing segment data, causing a heap-buffer-overflow read during MQC arithmetic decoding of the code-block bitstream. Under AddressSanitizer (LD_PRELOAD=libasan.so or custom build with -fsanitize=address), observe a heap-buffer-overflow READ report; otherwise observe potential crash (SIGSEGV) or information leak.""]",Easy,Trigger_Gap,[],https://github.com/uclouvain/openjpeg/commit/f3b28c5ee417df9f23ca590b0e949d8a309408a0,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=Avoid,https://github.com/uclouvain/openjpeg/commit/f3b28c5ee417df9f23ca590b0e949d8a309408a0,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/lib/openjp2/t1.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libopenjp2-7,dea92eea8b6ab55f7eb542ea229b2c2124aa2124,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,"Craft a truncated JPEG2000 codestream where the SOT marker declares a tile-part length exceeding remaining stream data, causing opj_stream_read_data to return (OPJ_SIZE_T)-1 which is then used as a valid read size, ultimately overflowing a heap buffer in opj_t1_decode_cblk.","[""Step 1: Take any valid JPEG2000 (.j2k) file and locate the SOT (Start of Tile) marker segment (FF90) for the first tile."", ""Step 2: Modify the PSOT field (4 bytes after the SOT marker at offset 2, the tile-part length) to declare a much larger tile-part size than the actual remaining file data."", ""Step 3: Truncate the file shortly after the SOD (FF93) marker so that opj_stream_read_data cannot fulfill the requested read and returns (OPJ_SIZE_T)-1."", ""Step 4: Feed the crafted file to opj_decompress (or any application using libopenjp2 with strict mode disabled) running on Ubuntu 24.04."", ""Step 5: Observe a heap-buffer-overflow crash or ASAN report in opj_t1_decode_cblk, confirming the missing validation allows the error value (-1 wrapped to OPJ_SIZE_T_MAX) to propagate as a valid data length.""]",Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/uclouvain/openjpeg/commit/dea92eea8b6ab55f7eb542ea229b2c2124aa2124,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=opj_j2k_read_sod,https://github.com/uclouvain/openjpeg/commit/dea92eea8b6ab55f7eb542ea229b2c2124aa2124,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/lib/openjp2/j2k.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libopenjp2-7,2c0823cb30a70319c704565b59f496e490a3c7f9,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,"Craft a JPEG2000 codestream with a SOT marker declaring a small tile-part length, then include a subsequent marker inside that tile-part with a marker_size larger than the remaining sot_length, triggering an unsigned integer underflow on m_sot_length.","[""Step 1: Create a minimal valid JPEG2000 codestream (SOC, SIZ, COD markers) using a JP2 library or hex editor."", ""Step 2: Insert a SOT (Start of Tile) marker with Psot (tile-part length) set to a small value, e.g. 14 (just enough for SOT header itself plus 2 bytes)."", ""Step 3: After the SOT header data, while still inside the tile-part (state J2K_STATE_TPH), insert an additional marker with a marker_size field value larger than the remaining m_sot_length minus 2, e.g. l_marker_size = 20."", ""Step 4: Feed the crafted file to opj_decompress or any application linked against libopenjp2-7 (version 2.5.0) on Ubuntu 24.04."", ""Step 5: The code at the vulnerable subtraction `m_sot_length -= (l_marker_size + 2)` will underflow the unsigned value, wrapping m_sot_length to a near-maximum value, leading to subsequent memory corruption (heap buffer over-read/write) or crash.""]",Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/uclouvain/openjpeg/commit/2c0823cb30a70319c704565b59f496e490a3c7f9,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=Integer,https://github.com/uclouvain/openjpeg/commit/2c0823cb30a70319c704565b59f496e490a3c7f9,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/lib/openjp2/j2k.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
